,id,title,description,year,overview,genres,desc02,img_link
0,862,Toy Story,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",1995,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.","['Animation', 'Comedy', 'Family']",led by woody andys toys live happily in his room until andys birthday brings buzz lightyear onto the scene afraid of losing his place in andys heart woody plots against buzz but when circumstances separate buzz and woody from their owner the duo eventually learns to put aside their differences,https://www.themoviedb.org/movie/862
1,8844,Jumanji,"When siblings Judy and Peter discover an enchanted board game that opens the door to a magical world, they unwittingly invite Alan -- an adult who's been trapped inside the game for 26 years -- into their living room. Alan's only hope for freedom is to finish the game, which proves risky as all three find themselves running from giant rhinoceroses, evil monkeys and other terrifying creatures.Roll the dice and unleash the excitement!",1995,"When siblings Judy and Peter discover an enchanted board game that opens the door to a magical world, they unwittingly invite Alan -- an adult who's been trapped inside the game for 26 years -- into their living room. Alan's only hope for freedom is to finish the game, which proves risky as all three find themselves running from giant rhinoceroses, evil monkeys and other terrifying creatures.","['Adventure', 'Fantasy', 'Family']",when siblings judy and peter discover an enchanted board game that opens the door to a magical world they unwittingly invite alan  an adult whos been trapped inside the game for  years  into their living room alans only hope for freedom is to finish the game which proves risky as all three find themselves running from giant rhinoceroses evil monkeys and other terrifying creaturesroll the dice and unleash the excitement,https://www.themoviedb.org/movie/8844
2,15602,Grumpier Old Men,"A family wedding reignites the ancient feud between next-door neighbors and fishing buddies John and Max. Meanwhile, a sultry Italian divorcée opens a restaurant at the local bait shop, alarming the locals who worry she'll scare the fish away. But she's less interested in seafood than she is in cooking up a hot time with Max.Still Yelling. Still Fighting. Still Ready for Love.",1995,"A family wedding reignites the ancient feud between next-door neighbors and fishing buddies John and Max. Meanwhile, a sultry Italian divorcée opens a restaurant at the local bait shop, alarming the locals who worry she'll scare the fish away. But she's less interested in seafood than she is in cooking up a hot time with Max.","['Romance', 'Comedy']",a family wedding reignites the ancient feud between nextdoor neighbors and fishing buddies john and max meanwhile a sultry italian divorcée opens a restaurant at the local bait shop alarming the locals who worry shell scare the fish away but shes less interested in seafood than she is in cooking up a hot time with maxstill yelling still fighting still ready for love,https://www.themoviedb.org/movie/15602
3,31357,Waiting to Exhale,"Cheated on, mistreated and stepped on, the women are holding their breath, waiting for the elusive ""good man"" to break a string of less-than-stellar lovers. Friends and confidants Vannah, Bernie, Glo and Robin talk it all out, determined to find a better way to breathe.Friends are the people who let you be yourself... and never let you forget it.",1995,"Cheated on, mistreated and stepped on, the women are holding their breath, waiting for the elusive ""good man"" to break a string of less-than-stellar lovers. Friends and confidants Vannah, Bernie, Glo and Robin talk it all out, determined to find a better way to breathe.","['Comedy', 'Drama', 'Romance']",cheated on mistreated and stepped on the women are holding their breath waiting for the elusive good man to break a string of lessthanstellar lovers friends and confidants vannah bernie glo and robin talk it all out determined to find a better way to breathefriends are the people who let you be yourself and never let you forget it,https://www.themoviedb.org/movie/31357
4,11862,Father of the Bride Part II,"Just when George Banks has recovered from his daughter's wedding, he receives the news that she's pregnant ... and that George's wife, Nina, is expecting too. He was planning on selling their home, but that's a plan that -- like George -- will have to change with the arrival of both a grandchild and a kid of his own.Just When His World Is Back To Normal... He's In For The Surprise Of His Life!",1995,"Just when George Banks has recovered from his daughter's wedding, he receives the news that she's pregnant ... and that George's wife, Nina, is expecting too. He was planning on selling their home, but that's a plan that -- like George -- will have to change with the arrival of both a grandchild and a kid of his own.",['Comedy'],just when george banks has recovered from his daughters wedding he receives the news that shes pregnant  and that georges wife nina is expecting too he was planning on selling their home but thats a plan that  like george  will have to change with the arrival of both a grandchild and a kid of his ownjust when his world is back to normal hes in for the surprise of his life,https://www.themoviedb.org/movie/11862
5,949,Heat,"Obsessive master thief, Neil McCauley leads a top-notch crew on various insane heists throughout Los Angeles while a mentally unstable detective, Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.A Los Angeles Crime Saga",1995,"Obsessive master thief, Neil McCauley leads a top-notch crew on various insane heists throughout Los Angeles while a mentally unstable detective, Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.","['Action', 'Crime', 'Drama', 'Thriller']",obsessive master thief neil mccauley leads a topnotch crew on various insane heists throughout los angeles while a mentally unstable detective vincent hanna pursues him without rest each man recognizes and respects the ability and the dedication of the other even though they are aware their catandmouse game may end in violencea los angeles crime saga,https://www.themoviedb.org/movie/949
6,11860,Sabrina,"An ugly duckling having undergone a remarkable change, still harbors feelings for her crush: a carefree playboy, but not before his business-focused brother has something to say about it.You are cordially invited to the most surprising merger of the year.",1995,"An ugly duckling having undergone a remarkable change, still harbors feelings for her crush: a carefree playboy, but not before his business-focused brother has something to say about it.","['Comedy', 'Romance']",an ugly duckling having undergone a remarkable change still harbors feelings for her crush a carefree playboy but not before his businessfocused brother has something to say about ityou are cordially invited to the most surprising merger of the year,https://www.themoviedb.org/movie/11860
7,45325,Tom and Huck,"A mischievous young boy, Tom Sawyer, witnesses a murder by the deadly Injun Joe. Tom becomes friends with Huckleberry Finn, a boy with no future and no family. Tom has to choose between honoring a friendship or honoring an oath because the town alcoholic is accused of the murder. Tom and Huck go through several adventures trying to retrieve evidence.The Original Bad Boys.",1995,"A mischievous young boy, Tom Sawyer, witnesses a murder by the deadly Injun Joe. Tom becomes friends with Huckleberry Finn, a boy with no future and no family. Tom has to choose between honoring a friendship or honoring an oath because the town alcoholic is accused of the murder. Tom and Huck go through several adventures trying to retrieve evidence.","['Action', 'Adventure', 'Drama', 'Family']",a mischievous young boy tom sawyer witnesses a murder by the deadly injun joe tom becomes friends with huckleberry finn a boy with no future and no family tom has to choose between honoring a friendship or honoring an oath because the town alcoholic is accused of the murder tom and huck go through several adventures trying to retrieve evidencethe original bad boys,https://www.themoviedb.org/movie/45325
8,9091,Sudden Death,"International action superstar Jean Claude Van Damme teams with Powers Boothe in a Tension-packed, suspense thriller, set against the back-drop of a Stanley Cup game.Van Damme portrays a father whose daughter is suddenly taken during a championship hockey game. With the captors demanding a billion dollars by game's end, Van Damme frantically sets a plan in motion to rescue his daughter and abort an impending explosion before the final buzzer...Terror goes into overtime.",1995,"International action superstar Jean Claude Van Damme teams with Powers Boothe in a Tension-packed, suspense thriller, set against the back-drop of a Stanley Cup game.Van Damme portrays a father whose daughter is suddenly taken during a championship hockey game. With the captors demanding a billion dollars by game's end, Van Damme frantically sets a plan in motion to rescue his daughter and abort an impending explosion before the final buzzer...","['Action', 'Adventure', 'Thriller']",international action superstar jean claude van damme teams with powers boothe in a tensionpacked suspense thriller set against the backdrop of a stanley cup gamevan damme portrays a father whose daughter is suddenly taken during a championship hockey game with the captors demanding a billion dollars by games end van damme frantically sets a plan in motion to rescue his daughter and abort an impending explosion before the final buzzerterror goes into overtime,https://www.themoviedb.org/movie/9091
9,710,GoldenEye,James Bond must unmask the mysterious head of the Janus Syndicate and prevent the leader from utilizing the GoldenEye weapons system to inflict devastating revenge on Britain.No limits. No fears. No substitutes.,1995,James Bond must unmask the mysterious head of the Janus Syndicate and prevent the leader from utilizing the GoldenEye weapons system to inflict devastating revenge on Britain.,"['Adventure', 'Action', 'Thriller']",james bond must unmask the mysterious head of the janus syndicate and prevent the leader from utilizing the goldeneye weapons system to inflict devastating revenge on britainno limits no fears no substitutes,https://www.themoviedb.org/movie/710
